1,3.003003003003,1.5015015015015,1,0.750187546886722,0.600240096038415,0.5,0.42863266180883,0.375093773443361,0.333333333333333,0.3000300030003,0.272776868521549,0.25,0.230786983614124,0.214316330904415
3.003003003003,1,3.003003003003,1.49925037481259,1,0.750187546886722,0.599880023995201,0.5,0.42863266180883,0.374953130858643,0.333333333333333,0.3000300030003,0.272702481592582,0.25,0.230786983614124
1.5015015015015,3.003003003003,1,2.9940119760479,1.49925037481259,1,0.749625187406297,0.599880023995201,0.5,0.428449014567267,0.374953130858643,0.333333333333333,0.299940011997601,0.272702481592582,0.25
1,1.49925037481259,2.9940119760479,1,3.003003003003,1.5015015015015,1,0.750187546886722,0.600240096038415,0.5,0.42863266180883,0.375093773443361,0.333333333333333,0.3000300030003,0.272776868521549
0.750187546886722,1,1.49925037481259,3.003003003003,1,3.003003003003,1.49925037481259,1,0.750187546886722,0.599880023995201,0.5,0.42863266180883,0.374953130858643,0.333333333333333,0.3000300030003
0.600240096038415,0.750187546886722,1,1.5015015015015,3.003003003003,1,2.99401197604791,1.49925037481259,1,0.749625187406297,0.599880023995201,0.5,0.428449014567267,0.374953130858643,0.333333333333333
0.5,0.599880023995201,0.749625187406297,1,1.49925037481259,2.99401197604791,1,3.003003003003,1.5015015015015,1,0.750187546886722,0.600240096038415,0.5,0.42863266180883,0.375093773443361
0.42863266180883,0.5,0.599880023995201,0.750187546886722,1,1.49925037481259,3.003003003003,1,3.003003003003,1.49925037481259,1,0.750187546886722,0.599880023995201,0.5,0.42863266180883
0.375093773443361,0.42863266180883,0.5,0.600240096038415,0.750187546886722,1,1.5015015015015,3.003003003003,1,2.99401197604791,1.49925037481259,1,0.749625187406297,0.599880023995201,0.5
0.333333333333333,0.374953130858643,0.428449014567267,0.5,0.599880023995201,0.749625187406297,1,1.49925037481259,2.99401197604791,1,3.003003003003,1.5015015015015,1,0.750187546886722,0.600240096038415
0.3000300030003,0.333333333333333,0.374953130858643,0.42863266180883,0.5,0.599880023995201,0.750187546886722,1,1.49925037481259,3.003003003003,1,3.003003003003,1.49925037481259,1,0.750187546886722
0.272776868521549,0.3000300030003,0.333333333333333,0.375093773443361,0.42863266180883,0.5,0.600240096038415,0.750187546886722,1,1.5015015015015,3.003003003003,1,2.99401197604791,1.49925037481259,1
0.25,0.272702481592582,0.299940011997601,0.333333333333333,0.374953130858643,0.428449014567267,0.5,0.599880023995201,0.749625187406297,1,1.49925037481259,2.99401197604791,1,3.003003003003,1.5015015015015
0.230786983614124,0.25,0.272702481592582,0.3000300030003,0.333333333333333,0.374953130858643,0.42863266180883,0.5,0.599880023995201,0.750187546886722,1,1.49925037481259,3.003003003003,1,3.003003003003
0.214316330904415,0.230786983614124,0.25,0.272776868521549,0.3000300030003,0.333333333333333,0.375093773443361,0.42863266180883,0.5,0.600240096038415,0.750187546886722,1,1.5015015015015,3.003003003003,1
